country,rfo_id,reference_year,SDG1,Budget,j,GDP,norm_Budget,wave,norm_gbard
AT,AT5001,2017,youth_employment_8,5763.5,2017EURO,400496160,.000014390899,2018,8.4722951e-06
AT,AT5003,2017,climate_change_strategy_13,58600.5,2017EURO,400496160,.00014631976,2018,8.4722951e-06
AT,AT5001,2017,crime_and_terrorism_16,9826.5,2017EURO,400496160,.000024535815,2018,8.4722951e-06
AT,AT5001,2017,literacy_and_numeracy_4,8868,2017EURO,400496160,.000022142534,2018,8.4722951e-06
AT,AT5003,2017,provision_of_teacher_and_fac,106752,2017EURO,400496160,.00026654938,2018,8.4722951e-06
AT,AT5004,2017,work_conditions_8,9600,2017EURO,400496160,.000023970268,2018,8.4722951e-06
AT,AT5001,2017,Fishing_14,12401,2017EURO,400496160,.000030964093,2018,8.4722951e-06
AT,AT5002,2017,gender_equality_5,9468.7998,2017EURO,400496160,.000023642673,2018,8.4722951e-06
AT,AT5003,2017,democracy_and_governance_16,58600.5,2017EURO,400496160,.00014631976,2018,8.4722951e-06
AT,AT5004,2017,access_to_education_4,4665,2017EURO,400496160,.000011648051,2018,8.4722951e-06
AT,AT5003,2017,technology_infrastructure_9,58600.5,2017EURO,400496160,.00014631976,2018,8.4722951e-06
AT,AT5001,2017,carbon_footprint_13,17015.75,2017EURO,400496160,.000042486674,2018,8.4722951e-06
AT,AT5001,2017,traffic_accidents_3,18778.5,2017EURO,400496160,.00004688809,2018,8.4722951e-06
AT,AT5001,2017,waste_management_recycling_1,18678.285,2017EURO,400496160,.000046637862,2018,8.4722951e-06
AT,AT5003,2017,sustainable_marine_resource_,10449,2017EURO,400496160,.000026090138,2018,8.4722951e-06
AT,AT5001,2017,sustainable_agriculture_2,24352.5,2017EURO,400496160,.000060805825,2018,8.4722951e-06
AT,AT5004,2017,democracy_and_governance_16,6899.5,2017EURO,400496160,.000017227381,2018,8.4722951e-06
AT,AT5003,2017,carbon_footprint_13,58600.5,2017EURO,400496160,.00014631976,2018,8.4722951e-06
AT,AT5004,2017,employment_equality_opportun,9600,2017EURO,400496160,.000023970268,2018,8.4722951e-06
AT,AT5003,2017,Not detected,33856,2017EURO,400496160,.000084535146,2018,8.4722951e-06
AT,AT5001,2017,employment_equality_opportun,15681.091,2017EURO,400496160,.000039154162,2018,8.4722951e-06
AT,AT5003,2017,bribery_and_corruption_16,58600.5,2017EURO,400496160,.00014631976,2018,8.4722951e-06
AT,AT5001,2017,urban_planning_and_governanc,14606.286,2017EURO,400496160,.000036470476,2018,8.4722951e-06
AT,AT5001,2017,force_labour_8,12401,2017EURO,400496160,.000030964093,2018,8.4722951e-06
AT,AT5002,2017,force_labour_8,11276,2017EURO,400496160,.000028155077,2018,8.4722951e-06
AT,AT5003,2017,preventing_and_treaiting_dis,10449,2017EURO,400496160,.000026090138,2018,8.4722951e-06
AT,AT5001,2017,mental_health_3,11167.5,2017EURO,400496160,.000027884162,2018,8.4722951e-06
AT,AT5002,2017,access_to_education_4,13911.625,2017EURO,400496160,.000034735975,2018,8.4722951e-06
AT,AT5002,2017,gender_equality_1,9468.7998,2017EURO,400496160,.000023642673,2018,8.4722951e-06
AT,AT5001,2017,human_rights_16,16133.154,2017EURO,400496160,.000040282917,2018,8.4722951e-06
AT,AT5002,2017,climate_change_strategy_13,11276,2017EURO,400496160,.000028155077,2018,8.4722951e-06
AT,AT5003,2017,access_to_education_4,10449,2017EURO,400496160,.000026090138,2018,8.4722951e-06
AT,AT5003,2017,industrial_research_9,58600.5,2017EURO,400496160,.00014631976,2018,8.4722951e-06
AT,AT5004,2017,gender_equality_1,6899.5,2017EURO,400496160,.000017227381,2018,8.4722951e-06
AT,AT5003,2017,energy_efficiency_7,106752,2017EURO,400496160,.00026654938,2018,8.4722951e-06
AT,AT5002,2017,Not detected,47808.285,2017EURO,400496160,.00011937264,2018,8.4722951e-06
AT,AT5004,2017,technology_infrastructure_9,9600,2017EURO,400496160,.000023970268,2018,8.4722951e-06
AT,AT5002,2017,childbirth_and_infant_mortal,11276,2017EURO,400496160,.000028155077,2018,8.4722951e-06
AT,AT5003,2017,economic_productivity_8,58600.5,2017EURO,400496160,.00014631976,2018,8.4722951e-06
AT,AT5001,2017,food_security_2,12401,2017EURO,400496160,.000030964093,2018,8.4722951e-06
AT,AT5003,2017,food_security_2,10449,2017EURO,400496160,.000026090138,2018,8.4722951e-06
AT,AT5002,2017,work_conditions_8,12388.333,2017EURO,400496160,.000030932464,2018,8.4722951e-06
AT,AT5004,2017,social_equality_1,6899.5,2017EURO,400496160,.000017227381,2018,8.4722951e-06
AT,AT5001,2017,sustainable_marine_resource_,20368.666,2017EURO,400496160,.00005085858,2018,8.4722951e-06
AT,AT5004,2017,gender_equality_5,4665,2017EURO,400496160,.000011648051,2018,8.4722951e-06
AT,AT5001,2017,air_quality_management_13,23277,2017EURO,400496160,.000058120408,2018,8.4722951e-06
AT,AT5001,2017,water_resource_6,12401,2017EURO,400496160,.000030964093,2018,8.4722951e-06
AT,AT5001,2017,sustainable_management_of_na,14552,2017EURO,400496160,.000036334932,2018,8.4722951e-06
AT,AT5001,2017,disaster_vulnerability_1,12401,2017EURO,400496160,.000030964093,2018,8.4722951e-06
AT,AT5001,2017,social_equality_10,11737,2017EURO,400496160,.000029306149,2018,8.4722951e-06
AT,AT5002,2017,provision_of_teacher_and_fac,14352.223,2017EURO,400496160,.000035836107,2018,8.4722951e-06
AT,AT5003,2017,sustainable_agriculture_2,10449,2017EURO,400496160,.000026090138,2018,8.4722951e-06
AT,AT5001,2017,access_to_housing_11,15943.333,2017EURO,400496160,.000039808954,2018,8.4722951e-06
AT,AT5002,2017,employment_equality_opportun,11426,2017EURO,400496160,.000028529612,2018,8.4722951e-06
AT,AT5003,2017,economic_inequality_1,106752,2017EURO,400496160,.00026654938,2018,8.4722951e-06
AT,AT5004,2017,sexual_and_reproductive_heal,9600,2017EURO,400496160,.000023970268,2018,8.4722951e-06
AT,AT5001,2017,substance_abuse_3,12401,2017EURO,400496160,.000030964093,2018,8.4722951e-06
AT,AT5003,2017,innovation_9,58600.5,2017EURO,400496160,.00014631976,2018,8.4722951e-06
AT,AT5003,2017,urban_planning_and_governanc,58600.5,2017EURO,400496160,.00014631976,2018,8.4722951e-06
AT,AT5002,2017,industrial_research_9,12699.2,2017EURO,400496160,.000031708671,2018,8.4722951e-06
AT,AT5001,2017,gender_equality_5,18630.238,2017EURO,400496160,.000046517896,2018,8.4722951e-06
AT,AT5003,2017,employment_equality_opportun,106752,2017EURO,400496160,.00026654938,2018,8.4722951e-06
AT,AT5002,2017,urban_planning_and_governanc,815,2017EURO,400496160,2.0349758e-06,2018,8.4722951e-06
AT,AT5002,2017,marine_technology_14,20865,2017EURO,400496160,.000052097879,2018,8.4722951e-06
AT,AT5004,2017,Not detected,7615.5835,2017EURO,400496160,.000019015371,2018,8.4722951e-06
AT,AT5004,2017,marine_technology_14,9600,2017EURO,400496160,.000023970268,2018,8.4722951e-06
AT,AT5001,2017,soil_quality_15,34153,2017EURO,400496160,.000085276726,2018,8.4722951e-06
AT,AT5001,2017,innovation_9,44114.645,2017EURO,400496160,.00011014998,2018,8.4722951e-06
AT,AT5002,2017,mental_health_3,8490,2017EURO,400496160,.000021198704,2018,8.4722951e-06
AT,AT5002,2017,technology_infrastructure_9,8942,2017EURO,400496160,.000022327305,2018,8.4722951e-06
AT,AT5001,2017,urban_environmental_mitigati,6838.5,2017EURO,400496160,.00001707507,2018,8.4722951e-06
AT,AT5001,2017,preventing_and_treaiting_dis,12401,2017EURO,400496160,.000030964093,2018,8.4722951e-06
AT,AT5004,2017,gender_equality_10,196,2017EURO,400496160,4.8939296e-07,2018,8.4722951e-06
AT,AT5001,2017,climate_change_strategy_13,8582,2017EURO,400496160,.000021428421,2018,8.4722951e-06
AT,AT5001,2017,foresty_15,34153,2017EURO,400496160,.000085276726,2018,8.4722951e-06
AT,AT5001,2017,social_equality_1,14544,2017EURO,400496160,.000036314956,2018,8.4722951e-06
AT,AT5001,2017,bribery_and_corruption_16,16195.571,2017EURO,400496160,.000040438768,2018,8.4722951e-06
AT,AT5003,2017,renewable_energy_7,106752,2017EURO,400496160,.00026654938,2018,8.4722951e-06
AT,AT5001,2017,economic_productivity_8,17248.625,2017EURO,400496160,.000043068139,2018,8.4722951e-06
AT,AT5003,2017,sustainable_management_of_na,58600.5,2017EURO,400496160,.00014631976,2018,8.4722951e-06
AT,AT5003,2017,water_resource_6,10449,2017EURO,400496160,.000026090138,2018,8.4722951e-06
AT,AT5002,2017,human_rights_16,11561,2017EURO,400496160,.000028866694,2018,8.4722951e-06
AT,AT5002,2017,equal_education_4,10820,2017EURO,400496160,.000027016489,2018,8.4722951e-06
AT,AT5001,2017,sexual_and_reproductive_heal,12973.8,2017EURO,400496160,.000032394317,2018,8.4722951e-06
AT,AT5003,2017,work_conditions_8,106752,2017EURO,400496160,.00026654938,2018,8.4722951e-06
AT,AT5001,2017,provision_of_teacher_and_fac,11497.556,2017EURO,400496160,.00002870828,2018,8.4722951e-06
AT,AT5002,2017,democracy_and_governance_16,19407.715,2017EURO,400496160,.00004845918,2018,8.4722951e-06
AT,AT5003,2017,urban_environmental_mitigati,58600.5,2017EURO,400496160,.00014631976,2018,8.4722951e-06
AT,AT5001,2017,industrial_research_9,48799.25,2017EURO,400496160,.00012184698,2018,8.4722951e-06
AT,AT5002,2017,sexual_and_reproductive_heal,11426,2017EURO,400496160,.000028529612,2018,8.4722951e-06
AT,AT5002,2017,social_equality_1,20984.199,2017EURO,400496160,.000052395506,2018,8.4722951e-06
AT,AT5001,2017,biodiversity_and_ecosystem_1,17015.75,2017EURO,400496160,.000042486674,2018,8.4722951e-06
AT,AT5003,2017,foresty_15,10449,2017EURO,400496160,.000026090138,2018,8.4722951e-06
AT,AT5003,2017,health_care_provision_3,106752,2017EURO,400496160,.00026654938,2018,8.4722951e-06
AT,AT5001,2017,local_culture_and_products_8,34153,2017EURO,400496160,.000085276726,2018,8.4722951e-06
AT,AT5001,2017,health_care_provision_3,7714,2017EURO,400496160,.000019261108,2018,8.4722951e-06
AT,AT5001,2017,poverty_measurement_reductio,12069,2017EURO,400496160,.000030135121,2018,8.4722951e-06
AT,AT5001,2017,sustainable_tourism_12,7914,2017EURO,400496160,.00001976049,2018,8.4722951e-06
AT,AT5004,2017,provision_of_teacher_and_fac,196,2017EURO,400496160,4.8939296e-07,2018,8.4722951e-06
AT,AT5003,2017,human_rights_16,10449,2017EURO,400496160,.000026090138,2018,8.4722951e-06
AT,AT5003,2017,access_to_housing_11,106752,2017EURO,400496160,.00026654938,2018,8.4722951e-06
AT,AT5004,2017,human_rights_16,9600,2017EURO,400496160,.000023970268,2018,8.4722951e-06
AT,AT5003,2017,gender_equality_5,58600.5,2017EURO,400496160,.00014631976,2018,8.4722951e-06
AT,AT5001,2017,urban_mobility_11,20368.666,2017EURO,400496160,.00005085858,2018,8.4722951e-06
AT,AT5002,2017,innovation_9,26690.666,2017EURO,400496160,.000066644003,2018,8.4722951e-06
AT,AT5003,2017,air_quality_management_13,10449,2017EURO,400496160,.000026090138,2018,8.4722951e-06
AT,AT5002,2017,health_care_provision_3,22868.75,2017EURO,400496160,.000057101046,2018,8.4722951e-06
AT,AT5001,2018,sustainable_marine_resource_,23277,2018EURO,441716576,.000052696687,2018,7.8415760e-06
AT,AT5004,2018,employment_equality_opportun,9600,2018EURO,441716576,.000021733393,2018,7.8415760e-06
AT,AT5003,2018,bribery_and_corruption_16,58600.5,2018EURO,441716576,.00013266539,2018,7.8415760e-06
AT,AT5003,2018,water_resource_6,10449,2018EURO,441716576,.000023655441,2018,7.8415760e-06
AT,AT5001,2018,youth_employment_8,5763.5,2018EURO,441716576,.000013047959,2018,7.8415760e-06
AT,AT5004,2018,mental_health_3,3498,2018EURO,441716576,7.9191050e-06,2018,7.8415760e-06
AT,AT5004,2018,access_to_education_4,6549,2018EURO,441716576,.000014826249,2018,7.8415760e-06
AT,AT5002,2018,childbirth_and_infant_mortal,11276,2018EURO,441716576,.000025527681,2018,7.8415760e-06
AT,AT5004,2018,innovation_9,9600,2018EURO,441716576,.000021733393,2018,7.8415760e-06
AT,AT5001,2018,economic_productivity_8,18398.846,2018EURO,441716576,.000041653057,2018,7.8415760e-06
AT,AT5001,2018,energy_efficiency_7,12401,2018EURO,441716576,.000028074563,2018,7.8415760e-06
AT,AT5001,2018,innovation_9,59176.59,2018EURO,441716576,.00013396959,2018,7.8415760e-06
AT,AT5001,2018,biodiversity_and_ecosystem_1,17837,2018EURO,441716576,.000040381095,2018,7.8415760e-06
